StoreNumber,ActivityDate,ActivityTime,TrafficIn,TrafficOut,TrafficGroupIn,TrafficGroupOut
14068,07/06/2021,09:30:00,0,0,0,0
14068,07/06/2021,09:45:00,0,0,0,0
14068,07/06/2021,10:00:00,3,0,2,0
14068,07/06/2021,10:15:00,1,2,1,1
14068,07/06/2021,10:30:00,2,1,2,1
14068,07/06/2021,10:45:00,3,2,2,1
14068,07/06/2021,11:00:00,1,0,1,0
14068,07/06/2021,11:15:00,3,3,2,3
14068,07/06/2021,11:30:00,3,1,1,1
14068,07/06/2021,11:45:00,1,7,1,4
14068,07/06/2021,12:00:00,2,1,1,1
14068,07/06/2021,12:15:00,2,1,2,1
14068,07/06/2021,12:30:00,0,1,0,1
14068,07/06/2021,12:45:00,1,2,1,1
14068,07/06/2021,13:00:00,3,2,2,2
14068,07/06/2021,13:15:00,1,0,1,0
14068,07/06/2021,13:30:00,4,5,3,3
14068,07/06/2021,13:45:00,0,2,0,2
14068,07/06/2021,14:00:00,2,0,1,0
14068,07/06/2021,14:15:00,1,0,1,0
14068,07/06/2021,14:30:00,2,1,2,1
14068,07/06/2021,14:45:00,1,2,1,1
14068,07/06/2021,15:00:00,1,0,1,0
14068,07/06/2021,15:15:00,0,3,0,3
14068,07/06/2021,15:30:00,2,2,2,2
14068,07/06/2021,15:45:00,0,0,0,0
14068,07/06/2021,16:00:00,2,1,2,1
14068,07/06/2021,16:15:00,0,0,0,0
14068,07/06/2021,16:30:00,0,2,0,2
14068,07/06/2021,16:45:00,2,1,2,1
14068,07/06/2021,17:00:00,2,0,1,0
14068,07/06/2021,17:15:00,5,0,2,0
14068,07/06/2021,17:30:00,1,2,1,2
14068,07/06/2021,17:45:00,1,3,1,2
14068,07/06/2021,18:00:00,0,0,0,0
14068,07/06/2021,18:15:00,0,2,0,1
14068,07/06/2021,18:30:00,1,1,1,1
14068,07/06/2021,18:45:00,1,1,1,1
14068,07/06/2021,19:00:00,0,0,0,0
14068,07/06/2021,19:15:00,2,3,1,1
14068,07/06/2021,19:30:00,0,2,0,1
14069,07/06/2021,09:45:00,0,0,0,0
14069,07/06/2021,10:00:00,1,0,1,0
14069,07/06/2021,10:15:00,0,0,0,0
14069,07/06/2021,10:30:00,1,0,1,0
14069,07/06/2021,10:45:00,0,1,0,1
14069,07/06/2021,11:00:00,0,1,0,1
14069,07/06/2021,11:15:00,0,0,0,0
14069,07/06/2021,11:30:00,0,0,0,0
14069,07/06/2021,11:45:00,0,0,0,0
14069,07/06/2021,12:00:00,0,0,0,0
14069,07/06/2021,12:15:00,0,0,0,0
14069,07/06/2021,12:30:00,0,0,0,0
14069,07/06/2021,12:45:00,0,0,0,0
14069,07/06/2021,13:00:00,0,0,0,0
14069,07/06/2021,13:15:00,0,0,0,0
14069,07/06/2021,13:30:00,1,1,1,1
14069,07/06/2021,13:45:00,0,0,0,0
14069,07/06/2021,14:00:00,1,1,1,1
14069,07/06/2021,14:15:00,1,1,1,1
14069,07/06/2021,14:30:00,0,0,0,0
14069,07/06/2021,14:45:00,1,1,1,1
14069,07/06/2021,15:00:00,4,0,3,0
14069,07/06/2021,15:15:00,0,3,0,2
14069,07/06/2021,15:30:00,0,0,0,0
14069,07/06/2021,15:45:00,2,1,2,1
14069,07/06/2021,16:00:00,1,2,1,2
14069,07/06/2021,16:15:00,0,0,0,0
14069,07/06/2021,16:30:00,2,1,1,1
14069,07/06/2021,16:45:00,3,0,2,0
14069,07/06/2021,17:00:00,1,0,1,0
14069,07/06/2021,17:15:00,0,2,0,1
14069,07/06/2021,17:30:00,0,2,0,1
14069,07/06/2021,17:45:00,0,2,0,2
14069,07/06/2021,18:00:00,0,0,0,0
14069,07/06/2021,18:15:00,0,0,0,0
14069,07/06/2021,18:30:00,0,0,0,0
14070,07/06/2021,09:15:00,0,0,0,0
14070,07/06/2021,09:30:00,0,0,0,0
14070,07/06/2021,09:45:00,0,0,0,0
14070,07/06/2021,10:00:00,1,0,1,0
14070,07/06/2021,10:15:00,2,2,1,1
14070,07/06/2021,10:30:00,0,1,0,1
14070,07/06/2021,10:45:00,0,0,0,0
14070,07/06/2021,11:00:00,0,0,0,0
14070,07/06/2021,11:15:00,0,0,0,0
14070,07/06/2021,11:30:00,3,3,2,2
14070,07/06/2021,11:45:00,2,0,1,0
14070,07/06/2021,12:00:00,0,2,0,1
14070,07/06/2021,12:15:00,0,0,0,0
14070,07/06/2021,12:30:00,0,0,0,0
14070,07/06/2021,12:45:00,0,0,0,0
14070,07/06/2021,13:00:00,0,0,0,0
14070,07/06/2021,13:15:00,0,0,0,0
14070,07/06/2021,13:30:00,0,0,0,0
14070,07/06/2021,13:45:00,0,0,0,0
14070,07/06/2021,14:00:00,0,0,0,0
14070,07/06/2021,14:15:00,2,0,1,0
14070,07/06/2021,14:30:00,0,0,0,0
14070,07/06/2021,14:45:00,0,2,0,1
14070,07/06/2021,15:00:00,0,0,0,0
14070,07/06/2021,15:15:00,1,0,1,0
14070,07/06/2021,15:30:00,0,1,0,1
14070,07/06/2021,15:45:00,0,0,0,0
14070,07/06/2021,16:00:00,2,1,2,1
14070,07/06/2021,16:15:00,0,0,0,0
14070,07/06/2021,16:30:00,0,0,0,0
14070,07/06/2021,16:45:00,0,0,0,0
14070,07/06/2021,17:00:00,0,0,0,0
14070,07/06/2021,17:15:00,1,0,1,0
14070,07/06/2021,17:30:00,1,1,1,1
14070,07/06/2021,17:45:00,2,2,1,2
14070,07/06/2021,18:00:00,0,2,0,1
14070,07/06/2021,18:15:00,0,0,0,0
14070,07/06/2021,18:30:00,0,0,0,0
14070,07/06/2021,18:45:00,2,0,1,0
14070,07/06/2021,19:00:00,0,0,0,0
14070,07/06/2021,19:15:00,0,0,0,0
14070,07/06/2021,19:30:00,0,0,0,0
14070,07/06/2021,19:45:00,0,2,0,1
14070,07/06/2021,20:00:00,0,0,0,0
14070,07/06/2021,20:15:00,0,0,0,0
14070,07/06/2021,20:30:00,0,0,0,0
14070,07/06/2021,20:45:00,0,0,0,0
14070,07/06/2021,21:00:00,0,0,0,0
14071,07/06/2021,08:30:00,0,0,0,0
14071,07/06/2021,08:45:00,0,0,0,0
14071,07/06/2021,09:00:00,2,1,2,1
14071,07/06/2021,09:15:00,0,1,0,1
14071,07/06/2021,09:30:00,3,1,3,1
14071,07/06/2021,09:45:00,1,1,1,1
14071,07/06/2021,10:00:00,2,0,2,0
14071,07/06/2021,10:15:00,2,1,2,1
14071,07/06/2021,10:30:00,2,3,2,3
14071,07/06/2021,10:45:00,2,1,2,1
14071,07/06/2021,11:00:00,1,2,1,2
14071,07/06/2021,11:15:00,3,2,2,2
14071,07/06/2021,11:30:00,3,1,3,1
14071,07/06/2021,11:45:00,1,0,1,0
14071,07/06/2021,12:00:00,0,0,0,0
14071,07/06/2021,12:15:00,0,4,0,4
14071,07/06/2021,12:30:00,2,1,2,1
14071,07/06/2021,12:45:00,0,3,0,3
14071,07/06/2021,13:00:00,0,0,0,0
14071,07/06/2021,13:15:00,3,4,3,3
14071,07/06/2021,13:30:00,1,1,1,1
14071,07/06/2021,13:45:00,1,0,1,0
14071,07/06/2021,14:00:00,5,6,3,4
14071,07/06/2021,14:15:00,1,0,1,0
14071,07/06/2021,14:30:00,0,0,0,0
14071,07/06/2021,14:45:00,3,2,3,2
14071,07/06/2021,15:00:00,0,1,0,1
14071,07/06/2021,15:15:00,3,3,3,3
14071,07/06/2021,15:30:00,1,2,1,2
14071,07/06/2021,15:45:00,4,2,4,2
14071,07/06/2021,16:00:00,1,3,1,3
14071,07/06/2021,16:15:00,1,2,1,2
14071,07/06/2021,16:30:00,1,0,1,0
14071,07/06/2021,16:45:00,0,1,0,1
14071,07/06/2021,17:00:00,3,0,3,0
14071,07/06/2021,17:15:00,1,2,1,2
14071,07/06/2021,17:30:00,2,0,1,0
14071,07/06/2021,17:45:00,3,3,2,2
14071,07/06/2021,18:00:00,1,0,1,0
14071,07/06/2021,18:15:00,3,0,2,0
14071,07/06/2021,18:30:00,3,5,2,3
14071,07/06/2021,18:45:00,0,0,0,0
14071,07/06/2021,19:00:00,2,1,1,1
14071,07/06/2021,19:15:00,2,2,1,1
14071,07/06/2021,19:30:00,0,0,0,0
14071,07/06/2021,19:45:00,1,3,1,2
14071,07/06/2021,20:00:00,0,4,0,3
14071,07/06/2021,20:15:00,0,1,0,1
14071,07/06/2021,20:30:00,0,0,0,0
14072,07/06/2021,09:15:00,0,0,0,0
14072,07/06/2021,09:30:00,0,0,0,0
14072,07/06/2021,09:45:00,0,0,0,0
14072,07/06/2021,10:00:00,0,0,0,0
14072,07/06/2021,10:15:00,3,0,2,0
14072,07/06/2021,10:30:00,0,1,0,1
14072,07/06/2021,10:45:00,0,0,0,0
14072,07/06/2021,11:00:00,0,0,0,0
14072,07/06/2021,11:15:00,2,0,1,0
14072,07/06/2021,11:30:00,1,1,1,1
14072,07/06/2021,11:45:00,0,4,0,2
14072,07/06/2021,12:00:00,1,0,1,0
14072,07/06/2021,12:15:00,2,0,1,0
14072,07/06/2021,12:30:00,0,0,0,0
14072,07/06/2021,12:45:00,0,2,0,1
14072,07/06/2021,13:00:00,0,1,0,1
14072,07/06/2021,13:15:00,4,1,3,1
14072,07/06/2021,13:30:00,0,3,0,2
14072,07/06/2021,13:45:00,0,0,0,0
14072,07/06/2021,14:00:00,1,1,1,1
14072,07/06/2021,14:15:00,0,0,0,0
14072,07/06/2021,14:30:00,0,0,0,0
14072,07/06/2021,14:45:00,1,0,1,0
14072,07/06/2021,15:00:00,0,0,0,0
14072,07/06/2021,15:15:00,1,0,1,0
14072,07/06/2021,15:30:00,1,1,1,1
14072,07/06/2021,15:45:00,2,1,2,1
14072,07/06/2021,16:00:00,0,1,0,1
14072,07/06/2021,16:15:00,0,1,0,1
14072,07/06/2021,16:30:00,3,0,2,0
14072,07/06/2021,16:45:00,0,2,0,2
14072,07/06/2021,17:00:00,1,0,1,0
14072,07/06/2021,17:15:00,0,1,0,1
14072,07/06/2021,17:30:00,0,0,0,0
14072,07/06/2021,17:45:00,2,0,1,0
14072,07/06/2021,18:00:00,0,0,0,0
14072,07/06/2021,18:15:00,0,2,0,1
14072,07/06/2021,18:30:00,0,0,0,0
14072,07/06/2021,18:45:00,1,0,1,0
14072,07/06/2021,19:00:00,0,3,0,2
14072,07/06/2021,19:15:00,0,0,0,0
14073,07/06/2021,09:30:00,0,0,0,0
14073,07/06/2021,09:45:00,0,0,0,0
14073,07/06/2021,10:00:00,0,0,0,0
14073,07/06/2021,10:15:00,0,0,0,0
14073,07/06/2021,10:30:00,1,0,1,0
14073,07/06/2021,10:45:00,0,1,0,1
14073,07/06/2021,11:00:00,0,0,0,0
14073,07/06/2021,11:15:00,0,0,0,0
14073,07/06/2021,11:30:00,0,0,0,0
14073,07/06/2021,11:45:00,0,0,0,0
14073,07/06/2021,12:00:00,0,0,0,0
14073,07/06/2021,12:15:00,0,0,0,0
14073,07/06/2021,12:30:00,0,0,0,0
14073,07/06/2021,12:45:00,0,0,0,0
14073,07/06/2021,13:00:00,0,0,0,0
14073,07/06/2021,13:15:00,0,0,0,0
14073,07/06/2021,13:30:00,0,0,0,0
14073,07/06/2021,13:45:00,0,0,0,0
14073,07/06/2021,14:00:00,0,0,0,0
14073,07/06/2021,14:15:00,0,0,0,0
14073,07/06/2021,14:30:00,1,1,1,1
14073,07/06/2021,14:45:00,0,0,0,0
14073,07/06/2021,15:00:00,0,0,0,0
14073,07/06/2021,15:15:00,0,0,0,0
14073,07/06/2021,15:30:00,0,0,0,0
14073,07/06/2021,15:45:00,3,2,2,1
14073,07/06/2021,16:00:00,0,1,0,1
14073,07/06/2021,16:15:00,1,0,1,0
14073,07/06/2021,16:30:00,0,1,0,1
14073,07/06/2021,16:45:00,1,0,1,0
14073,07/06/2021,17:00:00,1,0,1,0
14073,07/06/2021,17:15:00,0,1,0,1
14073,07/06/2021,17:30:00,0,0,0,0
14073,07/06/2021,17:45:00,0,1,0,1
14073,07/06/2021,18:00:00,0,0,0,0
14074,07/06/2021,08:15:00,0,0,0,0
14074,07/06/2021,08:30:00,0,0,0,0
14074,07/06/2021,08:45:00,0,0,0,0
14074,07/06/2021,09:00:00,1,0,1,0
14074,07/06/2021,09:15:00,0,1,0,1
14074,07/06/2021,09:30:00,2,1,2,1
14074,07/06/2021,09:45:00,0,1,0,1
14074,07/06/2021,10:00:00,0,0,0,0
14074,07/06/2021,10:15:00,0,0,0,0
14074,07/06/2021,10:30:00,2,1,2,1
14074,07/06/2021,10:45:00,1,0,1,0
14074,07/06/2021,11:00:00,0,1,0,1
14074,07/06/2021,11:15:00,2,1,1,1
14074,07/06/2021,11:30:00,4,5,4,4
14074,07/06/2021,11:45:00,0,1,0,1
14074,07/06/2021,12:00:00,5,1,4,1
14074,07/06/2021,12:15:00,0,3,0,2
14074,07/06/2021,12:30:00,2,1,2,1
14074,07/06/2021,12:45:00,6,2,4,2
14074,07/06/2021,13:00:00,0,1,0,1
14074,07/06/2021,13:15:00,2,3,2,2
14074,07/06/2021,13:30:00,0,1,0,1
14074,07/06/2021,13:45:00,0,0,0,0
14074,07/06/2021,14:00:00,2,3,2,2
14074,07/06/2021,14:15:00,3,3,2,2
14074,07/06/2021,14:30:00,2,1,2,1
14074,07/06/2021,14:45:00,0,1,0,1
14074,07/06/2021,15:00:00,0,1,0,1
14074,07/06/2021,15:15:00,2,2,2,2
14074,07/06/2021,15:30:00,2,1,2,1
14074,07/06/2021,15:45:00,6,4,5,4
14074,07/06/2021,16:00:00,6,1,5,1
14074,07/06/2021,16:15:00,3,7,2,6
14074,07/06/2021,16:30:00,1,2,1,1
14074,07/06/2021,16:45:00,2,1,1,1
14074,07/06/2021,17:00:00,5,4,3,2
14074,07/06/2021,17:15:00,10,7,6,5
14074,07/06/2021,17:30:00,4,3,3,2
14074,07/06/2021,17:45:00,1,3,1,2
14074,07/06/2021,18:00:00,4,1,1,1
14074,07/06/2021,18:15:00,0,4,0,2
14074,07/06/2021,18:30:00,2,0,1,0
14074,07/06/2021,18:45:00,5,4,4,2
14074,07/06/2021,19:00:00,0,2,0,2
14074,07/06/2021,19:15:00,0,2,0,1
14074,07/06/2021,19:30:00,0,1,0,1
14074,07/06/2021,19:45:00,0,5,0,2
14074,07/06/2021,20:00:00,0,0,0,0
14074,07/06/2021,20:15:00,0,0,0,0
14074,07/06/2021,20:30:00,0,0,0,0
14074,07/06/2021,20:45:00,0,0,0,0
14076,07/06/2021,09:00:00,4,1,4,1
14076,07/06/2021,09:15:00,4,1,4,1
14076,07/06/2021,09:30:00,3,3,3,3
14076,07/06/2021,09:45:00,1,3,1,3
14076,07/06/2021,10:00:00,0,3,0,3
14076,07/06/2021,10:15:00,2,1,2,1
14076,07/06/2021,10:30:00,5,3,5,3
14076,07/06/2021,10:45:00,3,5,3,5
14076,07/06/2021,11:00:00,0,0,0,0
14076,07/06/2021,11:15:00,2,3,2,3
14076,07/06/2021,11:30:00,0,0,0,0
14076,07/06/2021,11:45:00,2,0,2,0
14076,07/06/2021,12:00:00,0,1,0,1
14076,07/06/2021,12:15:00,3,1,3,1
14076,07/06/2021,12:30:00,1,2,1,2
14076,07/06/2021,12:45:00,5,2,4,2
14076,07/06/2021,13:00:00,7,6,7,5
14076,07/06/2021,13:15:00,1,4,1,4
14076,07/06/2021,13:30:00,3,4,3,4
14076,07/06/2021,13:45:00,0,1,0,1
14076,07/06/2021,14:00:00,0,0,0,0
14076,07/06/2021,14:15:00,6,0,3,0
14076,07/06/2021,14:30:00,1,1,1,1
14076,07/06/2021,14:45:00,2,1,2,1
14076,07/06/2021,15:00:00,6,6,5,5
14076,07/06/2021,15:15:00,4,2,3,2
14076,07/06/2021,15:30:00,1,4,1,3
14076,07/06/2021,15:45:00,1,6,1,4
14076,07/06/2021,16:00:00,1,1,1,1
14076,07/06/2021,16:15:00,0,1,0,1
14076,07/06/2021,16:30:00,1,3,1,2
14076,07/06/2021,16:45:00,0,0,0,0
14076,07/06/2021,17:00:00,7,3,5,3
14076,07/06/2021,17:15:00,0,2,0,1
14076,07/06/2021,17:30:00,1,0,1,0
14076,07/06/2021,17:45:00,2,4,2,3
14076,07/06/2021,18:00:00,8,4,6,3
14076,07/06/2021,18:15:00,2,4,2,4
14076,07/06/2021,18:30:00,2,4,2,3
14076,07/06/2021,18:45:00,1,0,1,0
14076,07/06/2021,19:00:00,0,1,0,1
14076,07/06/2021,19:15:00,0,1,0,1
14076,07/06/2021,19:30:00,0,0,0,0
14077,07/06/2021,08:00:00,0,0,0,0
14077,07/06/2021,08:15:00,0,0,0,0
14077,07/06/2021,08:30:00,0,0,0,0
14077,07/06/2021,08:45:00,0,0,0,0
14077,07/06/2021,09:00:00,2,0,2,0
14077,07/06/2021,09:15:00,2,1,2,1
14077,07/06/2021,09:30:00,0,0,0,0
14077,07/06/2021,09:45:00,1,1,1,1
14077,07/06/2021,10:00:00,1,2,1,2
14077,07/06/2021,10:15:00,2,0,1,0
14077,07/06/2021,10:30:00,2,1,1,1
14077,07/06/2021,10:45:00,1,2,1,2
14077,07/06/2021,11:00:00,1,0,1,0
14077,07/06/2021,11:15:00,1,2,1,1
14077,07/06/2021,11:30:00,4,4,3,3
14077,07/06/2021,11:45:00,4,5,3,4
14077,07/06/2021,12:00:00,7,2,4,1
14077,07/06/2021,12:15:00,4,1,4,1
14077,07/06/2021,12:30:00,1,3,1,2
14077,07/06/2021,12:45:00,1,7,1,5
14077,07/06/2021,13:00:00,4,3,2,3
14077,07/06/2021,13:15:00,2,0,2,0
14077,07/06/2021,13:30:00,0,1,0,1
14077,07/06/2021,13:45:00,0,0,0,0
14077,07/06/2021,14:00:00,4,3,4,3
14077,07/06/2021,14:15:00,0,0,0,0
14077,07/06/2021,14:30:00,2,2,2,2
14077,07/06/2021,14:45:00,1,5,1,3
14077,07/06/2021,15:00:00,0,1,0,1
14077,07/06/2021,15:15:00,0,1,0,1
14077,07/06/2021,15:30:00,2,0,1,0
14077,07/06/2021,15:45:00,1,2,1,1
14077,07/06/2021,16:00:00,3,1,1,1
14077,07/06/2021,16:15:00,3,3,3,3
14077,07/06/2021,16:30:00,3,1,2,1
14077,07/06/2021,16:45:00,1,4,1,2
14077,07/06/2021,17:00:00,1,0,1,0
14077,07/06/2021,17:15:00,1,1,1,1
14077,07/06/2021,17:30:00,1,1,1,1
14077,07/06/2021,17:45:00,2,2,2,2
14077,07/06/2021,18:00:00,0,0,0,0
14077,07/06/2021,18:15:00,0,2,0,1
14077,07/06/2021,18:30:00,3,3,2,2
14077,07/06/2021,18:45:00,0,0,0,0
14077,07/06/2021,19:00:00,3,3,2,2
14077,07/06/2021,19:15:00,2,1,1,1
14077,07/06/2021,19:30:00,0,2,0,1
14077,07/06/2021,19:45:00,0,0,0,0
14077,07/06/2021,20:00:00,0,0,0,0
14078,07/06/2021,09:30:00,0,0,0,0
14078,07/06/2021,09:45:00,0,0,0,0
14078,07/06/2021,10:00:00,0,0,0,0
14078,07/06/2021,10:15:00,0,0,0,0
14078,07/06/2021,10:30:00,0,0,0,0
14078,07/06/2021,10:45:00,2,0,2,0
14078,07/06/2021,11:00:00,4,2,3,2
14078,07/06/2021,11:15:00,1,1,1,1
14078,07/06/2021,11:30:00,2,2,2,1
14078,07/06/2021,11:45:00,1,2,1,2
14078,07/06/2021,12:00:00,2,0,2,0
14078,07/06/2021,12:15:00,1,0,1,0
14078,07/06/2021,12:30:00,1,0,1,0
14078,07/06/2021,12:45:00,2,5,1,5
14078,07/06/2021,13:00:00,4,3,3,2
14078,07/06/2021,13:15:00,0,0,0,0
14078,07/06/2021,13:30:00,2,3,2,3
14078,07/06/2021,13:45:00,1,0,1,0
14078,07/06/2021,14:00:00,0,1,0,1
14078,07/06/2021,14:15:00,6,3,3,1
14078,07/06/2021,14:30:00,2,3,2,2
14078,07/06/2021,14:45:00,0,1,0,1
14078,07/06/2021,15:00:00,2,1,1,1
14078,07/06/2021,15:15:00,0,1,0,1
14078,07/06/2021,15:30:00,0,0,0,0
14078,07/06/2021,15:45:00,1,0,1,0
14078,07/06/2021,16:00:00,4,1,2,1
14078,07/06/2021,16:15:00,2,3,1,2
14078,07/06/2021,16:30:00,0,0,0,0
14078,07/06/2021,16:45:00,2,0,2,0
14078,07/06/2021,17:00:00,0,2,0,1
14078,07/06/2021,17:15:00,6,2,5,2
14078,07/06/2021,17:30:00,1,2,1,1
14078,07/06/2021,17:45:00,3,2,2,2
14078,07/06/2021,18:00:00,0,3,0,2
14078,07/06/2021,18:15:00,0,3,0,2
14078,07/06/2021,18:30:00,2,3,1,2
14078,07/06/2021,18:45:00,0,1,0,1
14078,07/06/2021,19:00:00,0,2,0,1
14078,07/06/2021,19:15:00,0,2,0,1
14078,07/06/2021,19:30:00,0,0,0,0
14078,07/06/2021,19:45:00,0,0,0,0
14078,07/06/2021,20:00:00,0,0,0,0
14078,07/06/2021,20:15:00,0,0,0,0
14079,07/06/2021,09:45:00,0,0,0,0
14079,07/06/2021,10:00:00,1,0,1,0
14079,07/06/2021,10:15:00,2,1,1,1
14079,07/06/2021,10:30:00,3,0,3,0
14079,07/06/2021,10:45:00,2,2,1,2
14079,07/06/2021,11:00:00,0,0,0,0
14079,07/06/2021,11:15:00,0,2,0,1
14079,07/06/2021,11:30:00,1,1,1,1
14079,07/06/2021,11:45:00,2,0,1,0
14079,07/06/2021,12:00:00,1,2,1,2
14079,07/06/2021,12:15:00,1,0,1,0
14079,07/06/2021,12:30:00,0,2,0,1
14079,07/06/2021,12:45:00,0,1,0,1
14079,07/06/2021,13:00:00,1,1,1,1
14079,07/06/2021,13:15:00,3,3,2,2
14079,07/06/2021,13:30:00,1,3,1,2
14079,07/06/2021,13:45:00,0,0,0,0
14079,07/06/2021,14:00:00,1,0,1,0
14079,07/06/2021,14:15:00,4,0,3,0
14079,07/06/2021,14:30:00,1,2,1,2
14079,07/06/2021,14:45:00,0,0,0,0
14079,07/06/2021,15:00:00,1,1,1,1
14079,07/06/2021,15:15:00,1,4,1,3
14079,07/06/2021,15:30:00,0,1,0,1
14079,07/06/2021,15:45:00,3,2,3,2
14079,07/06/2021,16:00:00,0,1,0,1
14079,07/06/2021,16:15:00,0,0,0,0
14079,07/06/2021,16:30:00,1,1,1,1
14079,07/06/2021,16:45:00,0,0,0,0
14079,07/06/2021,17:00:00,0,0,0,0
14079,07/06/2021,17:15:00,2,2,1,1
14079,07/06/2021,17:30:00,0,0,0,0
14079,07/06/2021,17:45:00,4,1,3,1
14079,07/06/2021,18:00:00,3,3,2,2
14079,07/06/2021,18:15:00,0,2,0,1
14079,07/06/2021,18:30:00,0,0,0,0
14079,07/06/2021,18:45:00,0,0,0,0
14079,07/06/2021,19:00:00,0,0,0,0
14079,07/06/2021,19:15:00,0,0,0,0
14079,07/06/2021,19:30:00,0,0,0,0
14079,07/06/2021,19:45:00,0,1,0,1
14079,07/06/2021,20:00:00,0,0,0,0
14080,07/06/2021,08:15:00,0,0,0,0
14080,07/06/2021,08:30:00,0,0,0,0
14080,07/06/2021,08:45:00,0,0,0,0
14080,07/06/2021,09:00:00,0,0,0,0
14080,07/06/2021,09:15:00,0,0,0,0
14080,07/06/2021,09:30:00,3,0,3,0
14080,07/06/2021,09:45:00,2,1,2,1
14080,07/06/2021,10:00:00,3,0,2,0
14080,07/06/2021,10:15:00,0,3,0,3
14080,07/06/2021,10:30:00,2,0,2,0
14080,07/06/2021,10:45:00,1,2,1,2
14080,07/06/2021,11:00:00,1,2,1,2
14080,07/06/2021,11:15:00,3,3,3,3
14080,07/06/2021,11:30:00,3,2,3,2
14080,07/06/2021,11:45:00,3,2,2,2
14080,07/06/2021,12:00:00,0,0,0,0
14080,07/06/2021,12:15:00,1,3,1,2
14080,07/06/2021,12:30:00,2,1,1,1
14080,07/06/2021,12:45:00,0,1,0,1
14080,07/06/2021,13:00:00,3,2,3,1
14080,07/06/2021,13:15:00,1,2,1,2
14080,07/06/2021,13:30:00,1,4,1,3
14080,07/06/2021,13:45:00,1,0,1,0
14080,07/06/2021,14:00:00,3,1,2,1
14080,07/06/2021,14:15:00,3,2,3,2
14080,07/06/2021,14:30:00,6,3,5,3
14080,07/06/2021,14:45:00,1,2,1,2
14080,07/06/2021,15:00:00,1,4,1,3
14080,07/06/2021,15:15:00,1,2,1,2
14080,07/06/2021,15:30:00,2,0,2,0
14080,07/06/2021,15:45:00,4,6,4,5
14080,07/06/2021,16:00:00,3,1,2,1
14080,07/06/2021,16:15:00,0,0,0,0
14080,07/06/2021,16:30:00,1,0,1,0
14080,07/06/2021,16:45:00,2,3,2,3
14080,07/06/2021,17:00:00,2,1,2,1
14080,07/06/2021,17:15:00,3,3,3,3
14080,07/06/2021,17:30:00,0,3,0,2
14080,07/06/2021,17:45:00,6,1,3,1
14080,07/06/2021,18:00:00,0,2,0,2
14080,07/06/2021,18:15:00,0,2,0,1
14080,07/06/2021,18:30:00,0,1,0,1
14080,07/06/2021,18:45:00,1,0,1,0
14080,07/06/2021,19:00:00,0,3,0,1
14080,07/06/2021,19:15:00,0,0,0,0
14080,07/06/2021,19:30:00,0,0,0,0
14080,07/06/2021,19:45:00,0,0,0,0
14080,07/06/2021,20:00:00,0,1,0,1
14080,07/06/2021,20:15:00,0,0,0,0
14080,07/06/2021,20:30:00,0,0,0,0
14081,07/06/2021,09:00:00,0,0,0,0
14081,07/06/2021,09:15:00,0,0,0,0
14081,07/06/2021,09:30:00,0,0,0,0
14081,07/06/2021,09:45:00,0,0,0,0
14081,07/06/2021,10:00:00,3,2,3,2
14081,07/06/2021,10:15:00,0,1,0,1
14081,07/06/2021,10:30:00,2,0,1,0
14081,07/06/2021,10:45:00,5,0,4,0
14081,07/06/2021,11:00:00,2,0,1,0
14081,07/06/2021,11:15:00,1,1,1,1
14081,07/06/2021,11:30:00,1,2,1,2
14081,07/06/2021,11:45:00,2,7,2,4
14081,07/06/2021,12:00:00,1,3,1,3
14081,07/06/2021,12:15:00,0,0,0,0
14081,07/06/2021,12:30:00,0,1,0,1
14081,07/06/2021,12:45:00,2,0,2,0
14081,07/06/2021,13:00:00,1,3,1,3
14081,07/06/2021,13:15:00,0,0,0,0
14081,07/06/2021,13:30:00,0,0,0,0
14081,07/06/2021,13:45:00,2,0,1,0
14081,07/06/2021,14:00:00,2,0,2,0
14081,07/06/2021,14:15:00,2,2,2,2
14081,07/06/2021,14:30:00,4,3,3,2
14081,07/06/2021,14:45:00,1,1,1,1
14081,07/06/2021,15:00:00,4,4,4,4
14081,07/06/2021,15:15:00,1,3,1,2
14081,07/06/2021,15:30:00,4,0,3,0
14081,07/06/2021,15:45:00,0,3,0,3
14081,07/06/2021,16:00:00,1,0,1,0
14081,07/06/2021,16:15:00,1,4,1,4
14081,07/06/2021,16:30:00,3,1,2,1
14081,07/06/2021,16:45:00,2,1,2,1
14081,07/06/2021,17:00:00,1,3,1,2
14081,07/06/2021,17:15:00,0,0,0,0
14081,07/06/2021,17:30:00,2,0,1,0
14081,07/06/2021,17:45:00,4,5,2,3
14081,07/06/2021,18:00:00,1,2,1,1
14081,07/06/2021,18:15:00,2,2,2,1
14081,07/06/2021,18:30:00,0,3,0,3
14081,07/06/2021,18:45:00,1,1,1,1
14081,07/06/2021,19:00:00,2,2,2,2
14081,07/06/2021,19:15:00,0,0,0,0
14081,07/06/2021,19:30:00,1,1,1,1
14081,07/06/2021,19:45:00,0,0,0,0
14081,07/06/2021,20:00:00,0,0,0,0
14081,07/06/2021,20:15:00,0,0,0,0
14082,07/06/2021,10:00:00,0,0,0,0
14082,07/06/2021,10:15:00,0,0,0,0
14082,07/06/2021,10:30:00,0,0,0,0
14082,07/06/2021,10:45:00,0,0,0,0
14082,07/06/2021,11:00:00,0,0,0,0
14082,07/06/2021,11:15:00,1,1,1,1
